youtube_id,second_no,fps,frame_no,class,xmin,xmax,ymin,ymax
ABZsMlanBpw,4.0,30,120,person,0.0,1.0,0.0,1.0
ABZsMlanBpw,5.0,30,150,person,0.036000000000000004,1.0,0.0,1.0
ABZsMlanBpw,6.0,30,180,person,0.0,1.0,0.0,1.0
ABZsMlanBpw,7.0,30,210,person,0.026000000000000002,0.992,0.0,0.9916666999999999
ABZsMlanBpw,8.0,30,240,person,0.449,1.0,0.0016666667,1.0
ABZsMlanBpw,9.0,30,270,person,0.138,0.9990000000000001,0.0,1.0
ABZsMlanBpw,10.0,30,300,person,0.0,1.0,0.0,1.0
ABZsMlanBpw,11.0,30,330,person,0.066,1.0,0.0,1.0
ABZsMlanBpw,12.0,30,360,person,0.20800000000000002,1.0,0.0,1.0
ABZsMlanBpw,13.0,30,390,person,0.366,1.0,0.0,1.0
ABZsMlanBpw,14.0,30,420,person,0.40700000000000003,1.0,0.0,1.0
ABZsMlanBpw,15.0,30,450,person,0.16399999999999998,1.0,0.0,1.0
ABZsMlanBpw,16.0,30,480,person,0.35600000000000004,1.0,0.0,1.0
ABbzm3DFyPU,0.0,30,0,cat,0.36,0.6729999999999999,0.43333334,0.6933333
ABbzm3DFyPU,1.0,30,30,cat,0.381,0.67,0.46833333,0.71166664
ABbzm3DFyPU,2.0,30,60,cat,0.385,0.705,0.46166667,0.725
ABbzm3DFyPU,3.0,30,90,cat,0.48100000000000004,0.8290000000000001,0.46833333,0.78
ABbzm3DFyPU,4.0,30,120,cat,0.28800000000000003,0.659,0.47666666,0.865
ABbzm3DFyPU,5.0,30,150,cat,0.297,0.713,0.465,0.8183333
ABbzm3DFyPU,6.0,30,180,cat,0.387,0.77,0.425,0.9433333
ABbzm3DFyPU,7.0,30,210,cat,0.325,0.828,0.34166667,1.0
ABbzm3DFyPU,8.0,30,240,cat,0.113,0.987,0.34,1.0
ABbzm3DFyPU,9.0,30,270,cat,0.016,0.833,0.25166667,1.0
ABbzm3DFyPU,10.0,30,300,cat,0.001,0.748,0.335,1.0
ABbzm3DFyPU,11.0,30,330,cat,0.002,0.88,0.28,0.9683333000000001
ABbzm3DFyPU,12.0,30,360,cat,0.09699999999999999,0.8540000000000001,0.32,0.925
ABbzm3DFyPU,13.0,30,390,cat,0.096,0.879,0.30833334,0.93333334
ABbzm3DFyPU,14.0,30,420,cat,0.157,0.86,0.27166668,0.925
ABbzm3DFyPU,15.0,30,450,cat,0.10800000000000001,0.8590000000000001,0.27333334,0.9216667
ABbzm3DFyPU,16.0,30,480,cat,0.107,0.867,0.26333332,0.89666665
ABczo48bI1E,0.0,30,0,bicycle,0.016,0.907,0.5933333000000001,1.0
ABczo48bI1E,1.0,30,30,bicycle,0.0,0.73,0.62833333,1.0
ABczo48bI1E,2.0,30,60,bicycle,0.0,0.643,0.62333333,1.0
ABczo48bI1E,3.0,30,90,bicycle,0.0,0.627,0.6616666999999999,1.0
ABczo48bI1E,4.0,30,120,bicycle,0.002,0.637,0.68833333,1.0
ABczo48bI1E,5.0,30,150,bicycle,0.0,0.741,0.70666665,1.0
ABczo48bI1E,6.0,30,180,bicycle,0.095,0.828,0.71166664,1.0
ABczo48bI1E,7.0,30,210,bicycle,0.001,0.731,0.70166665,1.0
ABczo48bI1E,8.0,30,240,bicycle,0.04,0.9329999999999999,0.63,1.0
ABczo48bI1E,9.0,30,270,bicycle,0.105,1.0,0.5783333,1.0
ABczo48bI1E,10.0,30,300,bicycle,0.138,1.0,0.63666666,1.0
ABczo48bI1E,11.0,30,330,bicycle,0.157,0.835,0.745,1.0
ABczo48bI1E,12.0,30,360,bicycle,0.048,0.7559999999999999,0.725,1.0
ABczo48bI1E,13.0,30,390,bicycle,0.0,0.7190000000000001,0.6616666999999999,1.0
ABczo48bI1E,14.0,30,420,bicycle,0.0,0.624,0.645,1.0
ABczo48bI1E,15.0,30,450,bicycle,0.0,0.504,0.6166666999999999,1.0
ABczo48bI1E,16.0,30,480,bicycle,0.0,0.49700000000000005,0.615,1.0
ABczo48bI1E,17.0,30,510,bicycle,0.0,0.537,0.715,1.0
ABczo48bI1E,18.0,30,540,bicycle,0.152,0.757,0.785,1.0
ABggAjHdXeY,0.0,30,0,car,0.282,0.716,0.18333334,0.67
ABggAjHdXeY,1.0,30,30,car,0.27399999999999997,0.706,0.23,0.7183333000000001
ABggAjHdXeY,2.0,30,60,car,0.251,0.6829999999999999,0.19833334,0.6766667
ABggAjHdXeY,3.0,30,90,car,0.257,0.688,0.21166667,0.70166665
ABggAjHdXeY,4.0,30,120,car,0.253,0.687,0.16833334,0.6566666999999999
ABggAjHdXeY,5.0,30,150,car,0.242,0.6759999999999999,0.21166667,0.69666666
ABggAjHdXeY,6.0,30,180,car,0.27,0.7,0.20833333,0.69
ABggAjHdXeY,7.0,30,210,car,0.28800000000000003,0.722,0.23166667,0.72
ABggAjHdXeY,8.0,30,240,car,0.27899999999999997,0.7140000000000001,0.22,0.71166664
ABggAjHdXeY,9.0,30,270,car,0.273,0.708,0.21833333,0.70166665
ABggAjHdXeY,10.0,30,300,car,0.298,0.7290000000000001,0.22,0.70666665
ABggAjHdXeY,11.0,30,330,car,0.29600000000000004,0.728,0.25666666,0.7366666999999999
ABggAjHdXeY,12.0,30,360,car,0.301,0.735,0.28333333,0.76666665
ABggAjHdXeY,13.0,30,390,car,0.28600000000000003,0.7190000000000001,0.245,0.73333335
ABggAjHdXeY,14.0,30,420,car,0.294,0.728,0.245,0.72833335
ABggAjHdXeY,15.0,30,450,car,0.321,0.754,0.25333333,0.74
ABggAjHdXeY,16.0,30,480,car,0.308,0.7440000000000001,0.245,0.72833335
ABggAjHdXeY,17.0,30,510,car,0.292,0.7240000000000001,0.23833333,0.7183333000000001
ABggAjHdXeY,18.0,30,540,car,0.285,0.721,0.21833333,0.70666665
ABiGZg85lVE,0.0,30,0,cat,0.46799999999999997,0.68,0.0,0.37833333
ABiGZg85lVE,1.0,30,30,cat,0.428,0.728,0.0,0.485
ABiGZg85lVE,2.0,30,60,cat,0.375,0.6940000000000001,0.016666668,0.605
ABiGZg85lVE,3.0,30,90,cat,0.389,0.715,0.095,0.69
ABiGZg85lVE,4.0,30,120,cat,0.374,0.688,0.11666667,0.7083333
ABiGZg85lVE,5.0,30,150,cat,0.198,0.556,0.17333333,0.72833335
ABiGZg85lVE,6.0,30,180,cat,0.22,0.562,0.21,0.79333335
ABiGZg85lVE,7.0,30,210,cat,0.305,0.655,0.14,0.7916667
ABiGZg85lVE,8.0,30,240,cat,0.36,0.722,0.0,0.6766667
ABiGZg85lVE,9.0,30,270,cat,0.344,0.652,0.0,0.5933333000000001
ABiGZg85lVE,10.0,30,300,cat,0.33799999999999997,0.64,0.0,0.5083333
ABiGZg85lVE,11.0,30,330,cat,0.263,0.598,0.016666668,0.555
ABiGZg85lVE,12.0,30,360,cat,0.376,0.71,0.07,0.605
ABiGZg85lVE,13.0,30,390,cat,0.375,0.6859999999999999,0.07833333,0.62166667
ABiGZg85lVE,14.0,30,420,cat,0.337,0.6409999999999999,0.1,0.685
ABiGZg85lVE,15.0,30,450,cat,0.364,0.674,0.09,0.7416666999999999
ABiGZg85lVE,16.0,30,480,cat,0.386,0.7290000000000001,0.1,0.8233333
ABiLFgRp1qU,0.0,30,0,cat,0.0,0.934,0.0,1.0
ABiLFgRp1qU,1.0,30,30,cat,0.0,0.861,0.0,1.0
ABiLFgRp1qU,2.0,30,60,cat,0.0,0.8859999999999999,0.0,1.0
ABiLFgRp1qU,3.0,30,90,cat,0.0,0.8009999999999999,0.0,1.0
ABiLFgRp1qU,4.0,30,120,cat,0.0,0.7929999999999999,0.0,1.0
ABiLFgRp1qU,5.0,30,150,cat,0.0,0.722,0.0,1.0
ABiLFgRp1qU,6.0,30,180,cat,0.0,0.7240000000000001,0.0,1.0
ABiLFgRp1qU,7.0,30,210,cat,0.0,0.943,0.0,1.0
ABiLFgRp1qU,8.0,30,240,cat,0.0,0.961,0.0,1.0
ABiLFgRp1qU,9.0,30,270,cat,0.0,0.982,0.0,1.0
ABiLFgRp1qU,10.0,30,300,cat,0.0,1.0,0.0,1.0
ABiLFgRp1qU,11.0,30,330,cat,0.0,0.9840000000000001,0.0,1.0
ABiLFgRp1qU,12.0,30,360,cat,0.0,1.0,0.0,1.0
ABiLFgRp1qU,13.0,30,390,cat,0.28,1.0,0.0,1.0
ABiLFgRp1qU,14.0,30,420,cat,0.15,0.953,0.0,1.0
ABiLFgRp1qU,15.0,30,450,cat,0.278,1.0,0.0,1.0
ABiLFgRp1qU,16.0,30,480,cat,0.27399999999999997,1.0,0.0016666667,1.0
ABiLFgRp1qU,17.0,30,510,cat,0.26,1.0,0.0,1.0
ABiLFgRp1qU,18.0,30,540,cat,0.0,0.9079999999999999,0.0,1.0
ABkkexEWUUQ,0.0,30,0,cow,0.27,0.762,0.55833334,1.0
ABkkexEWUUQ,1.0,30,30,cow,0.37,0.836,0.55333334,1.0
ABkkexEWUUQ,2.0,30,60,cow,0.34600000000000003,0.7809999999999999,0.43666667,1.0
ABkkexEWUUQ,3.0,30,90,cow,0.405,0.795,0.46666667,1.0
ABkkexEWUUQ,4.0,30,120,cow,0.41100000000000003,0.8220000000000001,0.43,1.0
ABkkexEWUUQ,5.0,30,150,cow,0.361,0.838,0.415,1.0
ABkkexEWUUQ,6.0,30,180,cow,0.332,0.836,0.42166665,1.0
ABkkexEWUUQ,7.0,30,210,cow,0.316,0.804,0.43333334,1.0
ABkkexEWUUQ,8.0,30,240,cow,0.29600000000000004,0.79,0.38,1.0
ABkkexEWUUQ,9.0,30,270,cow,0.10099999999999999,0.63,0.35666665,1.0
ABkkexEWUUQ,10.0,30,300,cow,0.0,0.5720000000000001,0.27166668,1.0
ABkkexEWUUQ,11.0,30,330,cow,0.0,0.85,0.26666668,1.0
ABkkexEWUUQ,12.0,30,360,cow,0.0,1.0,0.15,1.0
ABkkexEWUUQ,13.0,30,390,cow,0.151,0.858,0.24333334,0.87833333
ABkkexEWUUQ,14.0,30,420,cow,0.27,0.823,0.17666666,0.68666667
ABkkexEWUUQ,15.0,30,450,cow,0.242,0.721,0.26666668,0.7183333000000001
ABkkexEWUUQ,16.0,30,480,cow,0.196,0.606,0.38333333,0.75666666
ABmjVDpniCo,0.0,30,0,bicycle,0.312,0.45799999999999996,0.235,0.60833335
ABmjVDpniCo,1.0,30,30,bicycle,0.37,0.5489999999999999,0.108333334,0.44
ABmjVDpniCo,2.0,30,60,bicycle,0.436,0.603,0.22666667,0.60833335
ABmjVDpniCo,3.0,30,90,bicycle,0.299,0.521,0.14,0.66333336
ABmjVDpniCo,4.0,30,120,bicycle,0.051,0.284,0.0033333334,0.66333336
ABmjVDpniCo,5.0,30,150,bicycle,0.0,0.313,0.0,0.7866666999999999
ABmjVDpniCo,6.0,30,180,bicycle,0.094,0.5920000000000001,0.0,0.505
ABmjVDpniCo,7.0,30,210,bicycle,0.0,0.637,0.0,0.76666665
ABmjVDpniCo,8.0,30,240,bicycle,0.0,0.166,0.0,0.5183333
ABmjVDpniCo,9.0,30,270,bicycle,0.0,0.342,0.0,0.5566667
ABmjVDpniCo,10.0,30,300,bicycle,0.0,0.413,0.0,0.83666664
ABmjVDpniCo,11.0,30,330,bicycle,0.0,0.433,0.0,0.86833334
ABmjVDpniCo,12.0,30,360,bicycle,0.0,0.562,0.0,0.8666666999999999
ABmjVDpniCo,13.0,30,390,bicycle,0.052000000000000005,0.652,0.0,0.8616666999999999
ABmjVDpniCo,14.0,30,420,bicycle,0.027000000000000003,0.578,0.0016666667,0.7966667
ABmjVDpniCo,15.0,30,450,bicycle,0.105,0.6409999999999999,0.0,0.5683333
ABmjVDpniCo,16.0,30,480,bicycle,0.022000000000000002,0.596,0.0,0.56333333
ABmjVDpniCo,17.0,30,510,bicycle,0.037000000000000005,0.526,0.0,0.42833334
ABmjVDpniCo,18.0,30,540,bicycle,0.05,0.534,0.0,0.74
ABmjVDpniCo,30.0,30,900,bicycle,0.0,0.524,0.0,0.855
ABmjVDpniCo,31.0,30,930,bicycle,0.0,0.93,0.0016666667,0.665
ABmjVDpniCo,32.0,30,960,bicycle,0.0,0.835,0.0,0.99833333
ABmjVDpniCo,33.0,30,990,bicycle,0.0,0.831,0.0,0.9866666999999999
ABmjVDpniCo,34.0,30,1020,bicycle,0.0,0.636,0.12666667,1.0
ABmjVDpniCo,35.0,30,1050,bicycle,0.0,0.574,0.083333336,0.91333336
ABmjVDpniCo,36.0,30,1080,bicycle,0.0,0.696,0.12,0.9866666999999999
ABmjVDpniCo,37.0,30,1110,bicycle,0.0,0.892,0.16833334,1.0
ABmjVDpniCo,38.0,30,1140,bicycle,0.0,0.634,0.0,1.0
ABmjVDpniCo,39.0,30,1170,bicycle,0.0,0.589,0.048333332,0.855
ABmjVDpniCo,40.0,30,1200,bicycle,0.0,0.544,0.0,0.775
ABmjVDpniCo,41.0,30,1230,bicycle,0.0,0.825,0.0,0.75666666
ABmjVDpniCo,42.0,30,1260,bicycle,0.0,0.741,0.0016666667,0.86833334
ABmjVDpniCo,43.0,30,1290,bicycle,0.0,1.0,0.0,0.8
ABmjVDpniCo,44.0,30,1320,bicycle,0.0,1.0,0.0,0.27166668
ABmjVDpniCo,45.0,30,1350,bicycle,0.001,0.638,0.13666667,0.93666667
ABmjVDpniCo,46.0,30,1380,bicycle,0.0,0.5820000000000001,0.025,0.8433333000000001
ABmjVDpniCo,47.0,30,1410,bicycle,0.0,0.904,0.0,0.89666665
ABmjVDpniCo,48.0,30,1440,bicycle,0.0,0.816,0.0,1.0
ABmjVDpniCo,60.0,30,1800,bicycle,0.218,0.983,0.87166667,1.0
ABmjVDpniCo,61.0,30,1830,bicycle,0.0,0.573,0.28333333,0.945
ABmjVDpniCo,62.0,30,1860,bicycle,0.154,1.0,0.54,1.0
ABmjVDpniCo,63.0,30,1890,bicycle,0.514,1.0,0.625,1.0
ABmjVDpniCo,64.0,30,1920,bicycle,0.037000000000000005,1.0,0.42666668,1.0
ABmjVDpniCo,65.0,30,1950,bicycle,0.14800000000000002,0.8320000000000001,0.49,1.0
ABmjVDpniCo,66.0,30,1980,bicycle,0.03,1.0,0.34,1.0
ABmjVDpniCo,67.0,30,2010,bicycle,0.0,1.0,0.26833335,1.0
ABmjVDpniCo,68.0,30,2040,bicycle,0.17300000000000001,1.0,0.29166666,1.0
ABmjVDpniCo,69.0,30,2070,bicycle,0.305,0.922,0.64666665,1.0
ABmjVDpniCo,70.0,30,2100,bicycle,0.213,0.878,0.59,1.0
ABmjVDpniCo,71.0,30,2130,bicycle,0.37799999999999995,1.0,0.5783333,1.0
ABmjVDpniCo,72.0,30,2160,bicycle,0.319,1.0,0.025,1.0
ABmjVDpniCo,73.0,30,2190,bicycle,0.297,1.0,0.0,1.0
ABmjVDpniCo,74.0,30,2220,bicycle,0.01,0.831,0.0,1.0
ABmjVDpniCo,75.0,30,2250,bicycle,0.0,0.703,0.043333332999999995,1.0
ABmjVDpniCo,76.0,30,2280,bicycle,0.0,0.41200000000000003,0.038333334,0.82666665
ABmjVDpniCo,77.0,30,2310,bicycle,0.0,0.41200000000000003,0.038333334,0.82666665
ABmjVDpniCo,78.0,30,2340,bicycle,0.0,0.446,0.0016666667,0.43833333
ABny-jw1_S0,0.0,30,0,elephant,0.447,0.711,0.105,0.485
ABny-jw1_S0,1.0,30,30,elephant,0.451,0.6940000000000001,0.145,0.49666667
ABny-jw1_S0,2.0,30,60,elephant,0.489,0.773,0.25666666,0.66333336
ABny-jw1_S0,3.0,30,90,elephant,0.499,0.79,0.24666667,0.66
ABny-jw1_S0,4.0,30,120,elephant,0.513,0.8109999999999999,0.23333333,0.655
ABny-jw1_S0,5.0,30,150,elephant,0.527,0.828,0.215,0.64166665
ABny-jw1_S0,6.0,30,180,elephant,0.591,0.8640000000000001,0.12166667,0.495
ABny-jw1_S0,7.0,30,210,elephant,0.579,0.8540000000000001,0.13,0.51
ABny-jw1_S0,8.0,30,240,elephant,0.568,0.8420000000000001,0.13833334,0.51666665
ABny-jw1_S0,9.0,30,270,elephant,0.557,0.83,0.14666666,0.525
ABny-jw1_S0,10.0,30,300,elephant,0.536,0.777,0.17166667,0.46166667
ABny-jw1_S0,11.0,30,330,elephant,0.541,0.7829999999999999,0.15833333,0.48333332
ABny-jw1_S0,12.0,30,360,elephant,0.545,0.785,0.185,0.505
ABny-jw1_S0,13.0,30,390,elephant,0.55,0.789,0.20833333,0.5233333
ABny-jw1_S0,14.0,30,420,elephant,0.55,0.789,0.20833333,0.5233333
ABny-jw1_S0,15.0,30,450,elephant,0.55,0.789,0.20833333,0.5233333
ABny-jw1_S0,16.0,30,480,elephant,0.55,0.789,0.20833333,0.5233333
ABny-jw1_S0,17.0,30,510,elephant,0.55,0.789,0.20833333,0.5233333
ABny-jw1_S0,18.0,30,540,elephant,0.55,0.789,0.20833333,0.5233333
ABoC8g-ZiY0,0.0,30,0,cat,0.253,0.65,0.20833333,0.67333335
ABoC8g-ZiY0,1.0,30,30,cat,0.24600000000000002,0.614,0.275,0.735
ABoC8g-ZiY0,2.0,30,60,cat,0.287,0.654,0.23666666,0.71666664
ABoC8g-ZiY0,3.0,30,90,cat,0.20199999999999999,0.655,0.19,0.785
ABoC8g-ZiY0,4.0,30,120,cat,0.159,0.705,0.13666667,0.84833336
ABoC8g-ZiY0,5.0,30,150,cat,0.067,0.7170000000000001,0.07833333,0.975
ABoC8g-ZiY0,6.0,30,180,cat,0.071,0.792,0.013333333999999999,1.0
ABoC8g-ZiY0,7.0,30,210,cat,0.134,0.765,0.061666667,1.0
ABoC8g-ZiY0,8.0,30,240,cat,0.225,0.722,0.07666667,0.88666666
ABoC8g-ZiY0,9.0,30,270,cat,0.25,0.742,0.11333334,0.9066666999999999
ABoC8g-ZiY0,10.0,30,300,cat,0.289,0.746,0.10166667,0.76666665
ABoC8g-ZiY0,11.0,30,330,cat,0.28800000000000003,0.7440000000000001,0.12,0.795
ABoC8g-ZiY0,12.0,30,360,cat,0.293,0.737,0.15,0.805
ABoC8g-ZiY0,13.0,30,390,cat,0.312,0.773,0.15,0.81166667
ABoC8g-ZiY0,14.0,30,420,cat,0.32899999999999996,0.769,0.17833333,0.88666666
ABoC8g-ZiY0,15.0,30,450,cat,0.337,0.7829999999999999,0.19833334,0.89666665
ABoC8g-ZiY0,16.0,30,480,cat,0.35600000000000004,0.797,0.245,0.9433333
ABoC8g-ZiY0,17.0,30,510,cat,0.321,0.767,0.24,0.93666667
ABoC8g-ZiY0,18.0,30,540,cat,0.315,0.769,0.19,0.88666666
ABrhnT3LRWs,0.0,30,0,cat,0.08199999999999999,0.499,0.27166668,0.48166665
ABrhnT3LRWs,1.0,30,30,cat,0.059000000000000004,0.573,0.28166667,0.5466667
ABrhnT3LRWs,2.0,30,60,cat,0.055999999999999994,0.501,0.29666665,0.5083333
ABrhnT3LRWs,3.0,30,90,cat,0.062,0.535,0.30333334,0.5
ABrhnT3LRWs,4.0,30,120,cat,0.061,0.516,0.29333332,0.49833333
ABrhnT3LRWs,5.0,30,150,cat,0.055999999999999994,0.502,0.29833335,0.50666666
ABrhnT3LRWs,6.0,30,180,cat,0.055,0.5,0.29833335,0.49666667
ABrhnT3LRWs,7.0,30,210,cat,0.055,0.41200000000000003,0.27833334,0.48333332
ABrhnT3LRWs,8.0,30,240,cat,0.07200000000000001,0.40399999999999997,0.28,0.485
ABrhnT3LRWs,9.0,30,270,cat,0.1,0.386,0.28666666,0.50333333
ABrhnT3LRWs,10.0,30,300,cat,0.0,0.263,0.275,0.48666668
ABrhnT3LRWs,11.0,30,330,cat,0.0,0.154,0.275,0.48
ABrhnT3LRWs,12.0,30,360,cat,0.0,0.266,0.27333334,0.48833334
ABrhnT3LRWs,13.0,30,390,cat,0.003,0.304,0.275,0.495
ABrhnT3LRWs,14.0,30,420,cat,0.06,0.33799999999999997,0.33666667,0.52166665
ABrhnT3LRWs,15.0,30,450,cat,0.05,0.327,0.36666667,0.5366666999999999
ABrhnT3LRWs,16.0,30,480,cat,0.039,0.31,0.31166667,0.51166666
ABrhnT3LRWs,17.0,30,510,cat,0.35700000000000004,0.57,0.24333334,0.6333333000000001
ABrhnT3LRWs,18.0,30,540,cat,0.20199999999999999,0.573,0.24833333,0.56
ABrhnT3LRWs,90.0,30,2700,cat,0.564,0.922,0.40666667,0.75333333
ABrhnT3LRWs,91.0,30,2730,cat,0.55,0.9229999999999999,0.41166666,0.74833333
ABrhnT3LRWs,92.0,30,2760,cat,0.52,0.91,0.42,0.78
ABrhnT3LRWs,93.0,30,2790,cat,0.524,0.9,0.415,0.7916667
ABrhnT3LRWs,94.0,30,2820,cat,0.528,0.903,0.41833332,0.82
ABrhnT3LRWs,95.0,30,2850,cat,0.525,0.899,0.42166665,0.8233333
ABrhnT3LRWs,96.0,30,2880,cat,0.503,0.8759999999999999,0.44,0.83
ABrhnT3LRWs,97.0,30,2910,cat,0.513,0.836,0.34833333,0.78
ABrhnT3LRWs,98.0,30,2940,cat,0.5329999999999999,0.855,0.355,0.78
ABrhnT3LRWs,99.0,30,2970,cat,0.506,0.848,0.40833333,0.68
ABrhnT3LRWs,100.0,30,3000,cat,0.415,0.841,0.36833334,0.75166667
ABrhnT3LRWs,101.0,30,3030,cat,0.44,0.841,0.35833332,0.73
ABrhnT3LRWs,102.0,30,3060,cat,0.428,0.83,0.38166666,0.72333336
ABrhnT3LRWs,103.0,30,3090,cat,0.379,0.7879999999999999,0.375,0.7316666999999999
ABrhnT3LRWs,104.0,30,3120,cat,0.39299999999999996,0.765,0.39666668,0.8383333000000001
ABrhnT3LRWs,105.0,30,3150,cat,0.491,0.893,0.32666665,0.7916667
ABrhnT3LRWs,106.0,30,3180,cat,0.35200000000000004,0.815,0.36333334,0.96666664
ABrhnT3LRWs,107.0,30,3210,cat,0.38299999999999995,0.835,0.39,0.96
ABrhnT3LRWs,108.0,30,3240,cat,0.46399999999999997,0.879,0.465,0.9533333
ABrhnT3LRWs,270.0,30,8100,cat,0.0,0.7609999999999999,0.4,1.0
ABrhnT3LRWs,271.0,30,8130,cat,0.099,0.8690000000000001,0.38166666,1.0
ABrhnT3LRWs,272.0,30,8160,cat,0.165,0.9329999999999999,0.41666666,1.0
ABrhnT3LRWs,273.0,30,8190,cat,0.19699999999999998,0.938,0.395,1.0
ABrhnT3LRWs,274.0,30,8220,cat,0.221,0.938,0.43666667,1.0
ABrhnT3LRWs,275.0,30,8250,cat,0.235,0.9540000000000001,0.43333334,1.0
ABrhnT3LRWs,276.0,30,8280,cat,0.371,0.9570000000000001,0.44333333,1.0
ABrhnT3LRWs,277.0,30,8310,cat,0.37200000000000005,0.9540000000000001,0.44166666,1.0
ABrhnT3LRWs,278.0,30,8340,cat,0.22,0.93,0.44166666,1.0
ABrhnT3LRWs,279.0,30,8370,cat,0.374,0.9570000000000001,0.535,1.0
ABrhnT3LRWs,280.0,30,8400,cat,0.38799999999999996,0.9540000000000001,0.48166665,1.0
ABrhnT3LRWs,281.0,30,8430,cat,0.41,0.982,0.475,1.0
ABrhnT3LRWs,282.0,30,8460,cat,0.41600000000000004,0.961,0.50166667,1.0
ABrhnT3LRWs,283.0,30,8490,cat,0.401,0.9159999999999999,0.445,1.0
ABrhnT3LRWs,284.0,30,8520,cat,0.34600000000000003,0.966,0.47166666,1.0
ABrhnT3LRWs,285.0,30,8550,cat,0.354,0.988,0.59166664,1.0
ABrhnT3LRWs,286.0,30,8580,cat,0.35100000000000003,0.9840000000000001,0.60333335,1.0
ABrhnT3LRWs,287.0,30,8610,cat,0.355,0.981,0.595,1.0
ABrhnT3LRWs,288.0,30,8640,cat,0.361,0.9940000000000001,0.59,1.0
ABr2Dah_9Xg,0.0,30,0,person,0.361,0.9940000000000001,0.59,1.0
ABr2Dah_9Xg,1.0,30,30,person,0.361,0.9940000000000001,0.59,1.0
ABr2Dah_9Xg,2.0,30,60,person,0.361,0.9940000000000001,0.59,1.0
ABr2Dah_9Xg,3.0,30,90,person,0.802,1.0,0.0,0.26833335
ABr2Dah_9Xg,4.0,30,120,person,0.58,0.784,0.0,0.24333334
ABr2Dah_9Xg,5.0,30,150,person,0.6890000000000001,0.892,0.0,0.14
ABr2Dah_9Xg,6.0,30,180,person,0.6890000000000001,0.892,0.0,0.14
ABr2Dah_9Xg,7.0,30,210,person,0.631,0.7509999999999999,0.0,0.07833333
ABr2Dah_9Xg,8.0,30,240,person,0.664,0.7959999999999999,0.0,0.18
ABr2Dah_9Xg,9.0,30,270,person,0.7290000000000001,0.87,0.0,0.145
ABr2Dah_9Xg,10.0,30,300,person,0.759,0.902,0.0,0.17833333
ABr2Dah_9Xg,11.0,30,330,person,0.716,0.846,0.0,0.125
ABr2Dah_9Xg,12.0,30,360,person,0.6709999999999999,0.805,0.0,0.15
ABr2Dah_9Xg,13.0,30,390,person,0.515,0.635,0.0,0.16
ABr2Dah_9Xg,14.0,30,420,person,0.515,0.635,0.0,0.16
ABr2Dah_9Xg,15.0,30,450,person,0.26,0.45899999999999996,0.0,0.055
ABr2Dah_9Xg,16.0,30,480,person,0.389,0.48700000000000004,0.0,0.10333333
ABtP1-UEqi0,0.0,30,0,person,0.389,0.48700000000000004,0.0,0.10333333
ABtP1-UEqi0,1.0,30,30,person,0.389,0.48700000000000004,0.0,0.10333333
ABtP1-UEqi0,2.0,30,60,person,0.0,0.775,0.255,1.0
ABtP1-UEqi0,3.0,30,90,person,0.0,0.775,0.255,1.0
ABtP1-UEqi0,4.0,30,120,person,0.0,0.552,0.41833332,1.0
ABtP1-UEqi0,5.0,30,150,person,0.0,0.809,0.08,1.0
ABtP1-UEqi0,6.0,30,180,person,0.147,1.0,0.0,1.0
ABtP1-UEqi0,7.0,30,210,person,0.147,1.0,0.0,1.0
ABtP1-UEqi0,8.0,30,240,person,0.0,0.8759999999999999,0.083333336,1.0
ABtP1-UEqi0,9.0,30,270,person,0.0,0.8759999999999999,0.083333336,1.0
ABtP1-UEqi0,10.0,30,300,person,0.0,0.8759999999999999,0.083333336,1.0
ABtP1-UEqi0,11.0,30,330,person,0.0,0.8759999999999999,0.083333336,1.0
ABtP1-UEqi0,12.0,30,360,person,0.0,0.8759999999999999,0.083333336,1.0
ABtP1-UEqi0,13.0,30,390,person,0.0,0.8759999999999999,0.083333336,1.0
ABtP1-UEqi0,14.0,30,420,person,0.0,0.8759999999999999,0.083333336,1.0
ABtP1-UEqi0,15.0,30,450,person,0.0,0.8759999999999999,0.083333336,1.0
ABtP1-UEqi0,16.0,30,480,person,0.0,0.8759999999999999,0.083333336,1.0
ABtP1-UEqi0,17.0,30,510,person,0.0,0.8759999999999999,0.083333336,1.0
ABtP1-UEqi0,18.0,30,540,person,0.0,0.8759999999999999,0.083333336,1.0
ABuBd59UPFI,0.0,30,0,cat,0.20800000000000002,0.852,0.27,1.0
ABuBd59UPFI,1.0,30,30,cat,0.179,0.8240000000000001,0.19,0.9033333
ABuBd59UPFI,2.0,30,60,cat,0.171,0.818,0.0,0.8466667
ABuBd59UPFI,3.0,30,90,cat,0.22,0.86,0.055,0.86833334
ABuBd59UPFI,4.0,30,120,cat,0.185,0.867,0.185,0.905
ABuBd59UPFI,5.0,30,150,cat,0.26899999999999996,0.7609999999999999,0.041666668,0.9433333
ABuBd59UPFI,6.0,30,180,cat,0.20800000000000002,0.7609999999999999,0.16,0.96666664
ABuBd59UPFI,7.0,30,210,cat,0.225,0.7609999999999999,0.085,1.0
ABuBd59UPFI,8.0,30,240,cat,0.259,0.629,0.0,1.0
ABuBd59UPFI,9.0,30,270,cat,0.19,0.562,0.025,1.0
ABuBd59UPFI,10.0,30,300,cat,0.177,0.633,0.015,1.0
ABuBd59UPFI,11.0,30,330,cat,0.115,0.62,0.065,1.0
